"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"F_PPM";"U_PPM";"CA_PCT";"FE_PCT";"MG_PCT";"TI_PCT"
78;"DBX307";"cartas_100M";-51.331109176;-3.282764553;"1511-AV-S-066";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"200";"ND";"ND";"ND";"5";"20";"< 5";"ND";"200";"ND";"< 10";"5";"10";"ND";"ND";"ND";"ND";"20";"ND";"10";"ND";"700";;;"< 0,05";"1";"0,03";"1"
79;"DBX308";"cartas_100M";-51.305000827;-3.361027452;"1511-AV-S-067";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;"DBX308";"cartas_100M";-51.305000827;-3.361027452;"1511-AV-S-067";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Absorção Atômica - Sublimação KI";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;"6,2";;;;;;;;;;;;
81;"DBX308";"cartas_100M";-51.305000827;-3.361027452;"1511-AV-S-067";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"300";"< 1";"ND";"ND";"20";"70";"7";"150";"1000";"ND";"< 10";"10";"100";"ND";"15";"< 10";"100";"100";"ND";"30";"ND";"> 1000";;;"7,0000000000000007E-2";"5";"0,1";"> 1"
82;"DBX309";"cartas_100M";-51.314876411;-3.381129779;"1511-AV-S-068";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;"DBX309";"cartas_100M";-51.314876411;-3.381129779;"1511-AV-S-068";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Absorção Atômica - Sublimação KI";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;
84;"DBX309";"cartas_100M";-51.314876411;-3.381129779;"1511-AV-S-068";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"ND";"200";"< 1";"ND";"ND";"5";"20";"< 5";"< 20";"200";"ND";"< 10";"< 5";"15";"ND";"5";"ND";"ND";"100";"ND";"10";"ND";"1000";;;"< 0,05";"2";"0,02";"> 1"
85;"DBX310";"cartas_100M";-51.291741473;-3.396759338;"1511-AV-S-069";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0,12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;"DBX310";"cartas_100M";-51.291741473;-3.396759338;"1511-AV-S-069";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Absorção Atômica - Sublimação KI";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;
87;"DBX310";"cartas_100M";-51.291741473;-3.396759338;"1511-AV-S-069";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"< 1";"ND";"ND";"20";"70";"7";"30";"300";"ND";"10";"20";"70";"ND";"10";"< 10";"100";"100";"ND";"15";"ND";"700";;;"0,05";"3";"0,2";"1"
88;"DBX311";"cartas_100M";-51.278241123;-3.407641623;"1511-AV-S-070";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;"DBX311";"cartas_100M";-51.278241123;-3.407641623;"1511-AV-S-070";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Absorção Atômica - Sublimação KI";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;"1,2";;;;;;;;;;;;
90;"DBX311";"cartas_100M";-51.278241123;-3.407641623;"1511-AV-S-070";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"300";"< 1";"ND";"ND";"10";"30";"5";"20";"500";"ND";"< 10";"< 5";"50";"ND";"7";"< 10";"< 100";"50";"ND";"20";"ND";"1000";;;"0,05";"3";"0,05";"> 1"
91;"DBX561";"cartas_100M";-52.107394675;-3.986720472;"1511-JL-S-007";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"< 1";"ND";"ND";"5";"10";"< 5";"200";"300";"ND";"15";"ND";"50";"ND";"7";"ND";"ND";"20";"ND";"30";"ND";"> 1000";;;"< 0,05";"1";"0,03";"> 1"
92;"DBX562";"cartas_100M";-52.021533855;-3.913790509;"1511-JL-S-015";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"< 1";"ND";"ND";"< 5";"10";"5";"150";"300";"ND";"10";"< 5";"30";"ND";"5";"ND";"< 100";"20";"ND";"30";"ND";"> 1000";;;"< 0,05";"0,7";"0,03";"1"
93;"DBX563";"cartas_100M";-52.016877292;-3.88020055;"1511-JL-S-017";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"700";"< 1";"ND";"ND";"5";"10";"5";"150";"500";"ND";"20";"< 5";"50";"ND";"10";"< 10";"< 100";"30";"ND";"30";"ND";"> 1000";;;"0,05";"1,5";"0,03";"> 1"
94;"DBX564";"cartas_100M";-52.008103239;-3.864143718;"1511-JL-S-019";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"1000";"< 1";"ND";"ND";"5";"20";"5";"100";"200";"ND";"10";"7";"70";"ND";"7";"ND";"100";"50";"ND";"20";"ND";"1000";;;"< 0,05";"1";"0,05";"> 1"
95;"DBX565";"cartas_100M";-52.022678213;-3.814842535;"1511-JL-S-029";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"700";"< 1";"ND";"ND";"5";"10";"< 5";"70";"700";"ND";"10";"< 5";"30";"ND";"5";"10";"< 100";"30";"ND";"20";"ND";"> 1000";;;"0,05";"1";"0,03";"> 1"
96;"DBX566";"cartas_100M";-52.026380978;-3.804513232;"1511-JL-S-032";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"300";"< 1";"ND";"ND";"5";"10";"< 5";"150";"200";"ND";"< 10";"< 5";"10";"ND";"5";"ND";"ND";"15";"ND";"30";"ND";"> 1000";;;"< 0,05";"0,7";"0,03";"1"
97;"DBX567";"cartas_100M";-52.019065983;-3.790939678;"1511-JL-S-034";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"700";"< 1";"ND";"ND";"< 5";"10";"< 5";"150";"300";"ND";"< 10";"< 5";"30";"ND";"7";"ND";"< 100";"20";"ND";"20";"ND";"> 1000";;;"< 0,05";"1";"0,03";"0,7"
98;"DBX568";"cartas_100M";-52.021067427;-3.773770643;"1511-JL-S-036";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"ND";"200";"ND";"ND";"ND";"< 5";"30";"< 5";"700";"2000";"ND";"10";"< 5";"70";"ND";"15";"ND";"ND";"30";"ND";"150";"ND";"> 1000";;;"< 0,05";"3";"0,02";"> 1"
99;"DBX569";"cartas_100M";-52.003285536;-3.740318258;"1511-JL-S-038";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"1000";"< 1";"ND";"ND";"< 5";"10";"< 5";"150";"300";"ND";"10";"< 5";"50";"ND";"7";"ND";"< 100";"20";"ND";"30";"ND";"> 1000";;;"< 0,05";"0,7";"0,03";"1"
100;"DBX570";"cartas_100M";-51.844834259;-3.6618464;"1511-JL-S-040";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"15";"150";"< 1";"ND";"ND";"7";"30";"7";"150";"300";"ND";"20";"10";"20";"ND";"5";"ND";"ND";"70";"ND";"70";"ND";"1000";;;"7,0000000000000007E-2";"1,5";"0,05";"1"
101;"DBX446";"cartas_100M";-52.436789038;-3.759788949;"1511-JL-S-060";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"ND";"200";"< 1";"ND";"ND";"7";"20";"5";"20";"700";"ND";"15";"5";"70";"ND";"7";"ND";"ND";"50";"ND";"50";"ND";"> 1000";;;"< 0,05";"3";"0,02";"> 1"
102;"DBX447";"cartas_100M";-52.446138057;-3.745432509;"1511-JL-S-063";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"< 1";"ND";"ND";"5";"15";"< 5";"20";"300";"ND";"15";"< 5";"70";"ND";"7";"ND";"ND";"30";"ND";"50";"ND";"1000";;;"< 0,05";"2";"0,02";"> 1"
103;"DBX448";"cartas_100M";-52.447143436;-3.73934766;"1511-JL-S-065";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"< 1";"ND";"ND";"10";"10";"5";"20";"500";"ND";"20";"5";"100";"ND";"5";"ND";"< 100";"50";"ND";"30";"ND";"1000";;;"0,05";"2";"0,03";"> 1"
104;"DBX449";"cartas_100M";-52.447389351;-3.724416366;"1511-JL-S-069";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"300";"< 1";"ND";"ND";"5";"10";"< 5";"20";"300";"ND";"10";"ND";"20";"ND";"7";"ND";"ND";"30";"ND";"30";"ND";"> 1000";;;"< 0,05";"1";"0,02";"> 1"
105;"DBX450";"cartas_100M";-52.452494174;-3.722183115;"1511-JL-S-071";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"200";"< 1";"ND";"ND";"20";"100";"5";"100";"1500";"ND";"10";"7";"100";"ND";"15";"10";"ND";"50";"ND";"70";"ND";"> 1000";;;"< 0,05";"5";"0,05";"> 1"
106;"DBX451";"cartas_100M";-51.275615612;-3.888172615;"1511-VR-S-001";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"1000";"< 1";"ND";"ND";"7";"20";"10";"20";"500";"ND";"< 10";"5";"30";"ND";"5";"< 10";"100";"70";"ND";"< 10";"ND";"500";;;"0,15";"1,5";"0,1";"> 1"
107;"DBX452";"cartas_100M";-51.278086632;-3.880273639;"1511-VR-S-003";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"700";"< 1";"ND";"ND";"7";"50";"10";"50";"700";"ND";"< 10";"< 5";"50";"ND";"20";"< 10";"100";"70";"ND";"20";"ND";"> 1000";;;"0,15";"2";"7,0000000000000007E-2";"> 1"
108;"DBX453";"cartas_100M";-51.266719748;-3.877735623;"1511-VR-S-004";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"1000";"< 1";"ND";"ND";"30";"50";"15";"70";"1500";"ND";"10";"15";"50";"ND";"15";"< 10";"100";"100";"ND";"20";"ND";"> 1000";;;"0,15";"3";"7,0000000000000007E-2";"> 1"
109;"DBX454";"cartas_100M";-51.263911463;-3.881241125;"1511-VR-S-006";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"1000";"< 1";"ND";"ND";"15";"70";"20";"100";"500";"ND";"< 10";"15";"150";"ND";"15";"< 10";"100";"100";"ND";"20";"ND";"> 1000";;;"0,15";"3";"0,2";"> 1"
110;"DBX455";"cartas_100M";-51.238353684;-3.824434704;"1511-VR-S-007";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"ND";"ND";"ND";"20";"70";"10";"100";"700";"ND";"< 10";"7";"30";"ND";"15";"< 10";"ND";"70";"ND";"30";"ND";"> 1000";;;"0,15";"5";"7,0000000000000007E-2";"> 1"
111;"DBX456";"cartas_100M";-51.22501526;-3.84794098;"1511-VR-S-009";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"< 1";"ND";"ND";"20";"30";"20";"30";"500";"ND";"< 10";"15";"30";"ND";"15";"< 10";"ND";"100";"ND";"20";"ND";"500";;;"0,2";"5";"0,2";"> 1"
112;"DBX457";"cartas_100M";-51.220324548;-3.873436142;"1511-VR-S-011";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"< 1";"ND";"ND";"15";"50";"7";"70";"1000";"ND";"< 10";"5";"30";"ND";"15";"< 10";"ND";"70";"ND";"20";"ND";"> 1000";;;"0,15";"5";"7,0000000000000007E-2";"> 1"
113;"DBX458";"cartas_100M";-51.222816542;-3.873593929;"1511-VR-S-013";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"< 1";"ND";"ND";"30";"50";"15";"50";"700";"ND";"10";"10";"30";"ND";"15";"< 10";"ND";"100";"ND";"15";"ND";"1000";;;"0,1";"5";"0,1";"> 1"
114;"DBX459";"cartas_100M";-51.24377596;-3.821877577;"1511-VR-S-015";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"ND";"ND";"ND";"10";"30";"7";"100";"1000";"ND";"< 10";"5";"30";"ND";"15";"< 10";"ND";"70";"ND";"20";"ND";"> 1000";;;"0,1";"5";"7,0000000000000007E-2";"> 1"
115;"DBX460";"cartas_100M";-51.253477671;-3.806528492;"1511-VR-S-017";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"200";"ND";"ND";"ND";"10";"30";"15";"70";"1000";"ND";"10";"< 5";"30";"ND";"15";"< 10";"ND";"50";"ND";"20";"ND";"> 1000";;;"0,1";"5";"7,0000000000000007E-2";"> 1"
116;"DBX461";"cartas_100M";-51.264606396;-3.797261841;"1511-VR-S-019";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"15";"150";"< 1";"ND";"ND";"15";"50";"20";"ND";"500";"ND";"< 10";"20";"10";"ND";"10";"< 10";"ND";"100";"ND";"15";"ND";"100";;;"0,2";"3";"0,1";"> 1"
117;"DBX462";"cartas_100M";-51.278430365;-3.789389798;"1511-VR-S-021";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"1000";"< 1";"ND";"ND";"15";"70";"15";"30";"500";"ND";"< 10";"20";"30";"ND";"10";"< 10";"< 100";"100";"ND";"15";"ND";"500";;;"0,05";"2";"0,1";"> 1"
118;"DBX463";"cartas_100M";-51.264649839;-3.841103502;"1511-VR-S-051";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"300";"ND";"ND";"ND";"10";"50";"7";"ND";"500";"ND";"< 10";"7";"30";"ND";"15";"< 10";"ND";"100";"ND";"15";"ND";"> 1000";;;"0,05";"3";"0,03";"> 1"
119;"DBX464";"cartas_100M";-51.22947113;-3.791385795;"1511-VR-S-054";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"< 1";"ND";"ND";"20";"100";"30";"70";"300";"ND";"< 10";"30";"50";"ND";"15";"< 10";"ND";"100";"ND";"20";"ND";"300";;;"0,1";"3";"0,3";"> 1"
120;"DBX465";"cartas_100M";-51.231942367;-3.775388681;"1511-VR-S-055";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"300";"ND";"ND";"ND";"7";"50";"5";"< 20";"500";"ND";"< 10";"5";"30";"ND";"7";"< 10";"ND";"50";"ND";"10";"ND";"> 1000";;;"0,05";"3";"0,05";"> 1"
121;"DBX466";"cartas_100M";-51.338600605;-3.698931687;"1511-VR-S-056";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"1000";"< 1";"ND";"ND";"< 5";"20";"5";"30";"300";"ND";"< 10";"< 5";"50";"ND";"7";"ND";"150";"30";"ND";"15";"ND";"> 1000";;;"0,05";"1";"7,0000000000000007E-2";"1"
122;"DBX467";"cartas_100M";-51.329703332;-3.706219866;"1511-VR-S-058";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"1500";"< 1";"ND";"ND";"< 5";"20";"5";"30";"200";"ND";"< 10";"5";"50";"ND";"7";"< 10";"150";"50";"ND";"15";"ND";"> 1000";;;"< 0,05";"2";"0,05";"1"
123;"DBX468";"cartas_100M";-51.297315336;-3.714498521;"1511-VR-S-061";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"1000";"< 1";"ND";"ND";"10";"50";"15";"< 20";"200";"ND";"< 10";"10";"30";"ND";"7";"< 10";"150";"50";"ND";"10";"ND";"1000";;;"0,05";"2";"0,05";"> 1"
124;"DBX469";"cartas_100M";-51.315136329;-3.755625267;"1511-VR-S-064";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"200";"< 1";"ND";"ND";"15";"30";"15";"ND";"500";"ND";"10";"10";"10";"ND";"7";"< 10";"ND";"50";"ND";"10";"ND";"150";;;"0,1";"3";"0,05";"> 1"
125;"DBX470";"cartas_100M";-51.312118463;-3.768061451;"1511-VR-S-066";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"700";"< 1";"ND";"ND";"5";"30";"15";"50";"200";"ND";"< 10";"7";"30";"ND";"15";"< 10";"150";"50";"ND";"15";"ND";"> 1000";;;"< 0,05";"1,5";"0,03";"> 1"
126;"DBX471";"cartas_100M";-51.312342472;-3.743512033;"1511-VR-S-068";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"500";"< 1";"ND";"ND";"15";"100";"15";"30";"500";"ND";"10";"15";"20";"ND";"15";"< 10";"150";"50";"ND";"15";"ND";"> 1000";;;"0,05";"3";"0,1";"> 1"
127;"DBX472";"cartas_100M";-51.252860939;-3.720295198;"1511-VR-S-070";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"100";"ND";"ND";"ND";"30";"70";"15";"ND";"500";"ND";"< 10";"10";"15";"ND";"15";"< 10";"ND";"100";"ND";"10";"< 200";"100";;;"0,1";"3";"7,0000000000000007E-2";"> 1"
128;"DBX473";"cartas_100M";-51.228883478;-3.732942835;"1511-VR-S-072";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"700";"< 1";"ND";"ND";"10";"50";"15";"70";"500";"ND";"< 10";"10";"20";"ND";"15";"< 10";"100";"50";"ND";"15";"ND";"1000";;;"< 0,05";"3";"0,05";"> 1"
129;"DBX474";"cartas_100M";-51.229226406;-3.743782408;"1511-VR-S-074";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"300";"ND";"ND";"ND";"10";"70";"15";"100";"500";"ND";"10";"5";"30";"ND";"7";"ND";"ND";"150";"ND";"30";"ND";"> 1000";;;"0,1";"3";"0,05";"> 1"
130;"DBX475";"cartas_100M";-51.205975467;-3.673343236;"1511-VR-S-076";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"< 1";"ND";"ND";"5";"20";"10";"50";"300";"ND";"< 10";"5";"30";"ND";"7";"ND";"ND";"70";"ND";"15";"ND";"1000";;;"0,05";"1,5";"0,05";"> 1"
131;"DBX476";"cartas_100M";-51.201675169;-3.66393245;"1511-VR-S-077";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"15";"500";"< 1";"ND";"ND";"15";"50";"15";"70";"300";"ND";"< 10";"15";"30";"ND";"10";"ND";"ND";"150";"ND";"30";"ND";"1000";;;"7,0000000000000007E-2";"3";"7,0000000000000007E-2";"> 1"
132;"DBX477";"cartas_100M";-51.190583986;-3.63903261;"1511-VR-S-078";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"300";"< 1";"ND";"ND";"7";"30";"7";"30";"700";"ND";"< 10";"5";"30";"ND";"ND";"ND";"ND";"100";"ND";"15";"ND";"1000";;;"7,0000000000000007E-2";"2";"0,05";"> 1"
133;"DBX478";"cartas_100M";-51.183107459;-3.634984329;"1511-VR-S-080";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"200";"< 1";"ND";"ND";"7";"20";"5";"ND";"300";"ND";"< 10";"5";"20";"ND";"ND";"ND";"ND";"100";"ND";"10";"ND";"500";;;"0,05";"2";"0,05";"> 1"
134;"DBX479";"cartas_100M";-51.17991746;-3.573386611;"1511-VR-S-082";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"300";"< 1";"ND";"ND";"5";"20";"5";"ND";"300";"ND";"< 10";"5";"20";"ND";"ND";"ND";"ND";"70";"ND";"10";"ND";"500";;;"0,05";"2";"0,05";"> 1"
135;"DBX480";"cartas_100M";-51.200044005;-3.547264007;"1511-VR-S-084";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"300";"< 1";"ND";"ND";"7";"30";"10";"ND";"300";"ND";"< 10";"10";"20";"ND";"7";"ND";"ND";"100";"ND";"20";"ND";"700";;;"0,05";"2";"0,05";"> 1"
136;"DBX481";"cartas_100M";-51.19511312;-3.519527469;"1511-VR-S-086";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"200";"ND";"ND";"ND";"7";"30";"< 5";"50";"700";"ND";"< 10";"5";"20";"ND";"7";"ND";"ND";"150";"ND";"20";"ND";"1000";;;"0,05";"2";"0,05";"> 1"
137;"DBX482";"cartas_100M";-51.135993798;-3.084479673;"1511-VR-S-088";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"300";"ND";"ND";"ND";"20";"200";"15";"150";"1500";"ND";"< 10";"15";"30";"ND";"15";"< 10";"< 100";"100";"ND";"70";"ND";"> 1000";;;"0,15";"5";"0,2";"> 1"
138;"DBX483";"cartas_100M";-51.151286909;-3.115285684;"1511-VR-S-090";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"200";"ND";"ND";"ND";"50";"150";"15";"150";"700";"ND";"< 10";"15";"30";"ND";"20";"< 10";"ND";"100";"ND";"70";"ND";"> 1000";;;"0,1";"5";"0,1";"> 1"
139;"DBX484";"cartas_100M";-51.164531162;-3.111208557;"1511-VR-S-092";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"150";"< 1";"ND";"ND";"10";"70";"15";"150";"300";"ND";"< 10";"15";"15";"ND";"10";"ND";"ND";"100";"ND";"70";"ND";"> 1000";;;"< 0,05";"1";"0,03";"> 1"
140;"DBX485";"cartas_100M";-51.144730188;-3.132105314;"1511-VR-S-094";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"300";"ND";"ND";"ND";"20";"50";"10";"150";"500";"ND";"< 10";"15";"30";"ND";"15";"< 10";"ND";"100";"ND";"30";"ND";"> 1000";;;"0,1";"3";"0,1";"> 1"
141;"DBX486";"cartas_100M";-51.157247457;-3.133558912;"1511-VR-S-096";"Grande Carajás - Folha Altamira";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"200";"< 1";"ND";"ND";"< 5";"20";"10";"< 20";"300";"ND";"< 10";"< 5";"30";"ND";"7";"ND";"ND";"70";"ND";"10";"ND";"1000";;;"0,1";"1";"0,03";"> 1"
